"","Dataset","ClusterK2_kmeans","ClusterK3_kmeans","ClusterK4_kmeans","ClusterK2_NMF","ClusterK3_NMF","ClusterK4_NMF"
"JD.39_.HTA.2_0..CEL","aaces.eset",1,3,3,1,3,4
"JD.3_.HTA.2_0..CEL","aaces.eset",1,3,4,1,2,4
"JD.40_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,1
"JD.41_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.42_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.43_.HTA.2_0..CEL","aaces.eset",2,1,3,2,1,3
"JD.44_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,2
"JD.45_.HTA.2_0..CEL","aaces.eset",2,2,2,2,2,1
"JD.47_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.48_.HTA.2_0..CEL","aaces.eset",2,1,3,2,1,3
"JD.49_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,3
"JD.4_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.50_.HTA.2_0..CEL","aaces.eset",2,1,1,2,1,1
"JD.5_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.7_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
"JD.8_.HTA.2_0..CEL","aaces.eset",1,3,4,1,2,2
"JD.9_.HTA.2_0..CEL","aaces.eset",1,3,4,1,3,4
