probeset,hgnc
A_24_P729905,CTGLF10P///CTGLF11P///BMS1P5///CTGLF12P///AGAP8///AGAP7///AGAP6///AGAP4///AGAP10///AGAP9///AGAP5
A_24_P73036,ARL14EP
A_24_P73075,TTC12
A_24_P73109,GLB1L2
A_24_P731549,C1orf233
A_24_P73158,FEN1
A_24_P731648,SLC16A6P1
A_24_P73178,PRR13///PCBP2
A_24_P732033,SUV420H1
A_24_P732099,HBBP1
A_24_P732106,LINC00659
A_24_P73264,DUSP16
A_24_P73290,ATP2A2
A_24_P73370,ULK1
A_24_P73389,STK24
A_24_P734060,MIR24-2
A_24_P73408,EEF1DP3
A_24_P734268,C9orf57
A_24_P734297,EEF1DP2
A_24_P734308,LOXL1-AS1
A_24_P734341,SH3RF3-AS1
A_24_P734953,TRNP1
A_24_P735306,PRKAG2-AS1
A_24_P73535,C14orf119
A_24_P73577,ALDH1A2
A_24_P73599,IL16
A_24_P736638,HSPD1P2///HSPD1P3
A_24_P73669,GSPT1
A_24_P73702,FBXL8///HSF4
A_24_P73730,CCDC113
A_24_P73738,RPL13
A_24_P737416,ESD
A_24_P737451,MTERFD2
A_24_P737660,MEG3
A_24_P73769,C16orf89
A_24_P737939,LRRC73
A_24_P738168,FREM3
A_24_P73817,PRSS53
A_24_P73848,MRPL38///FBF1
A_24_P73862,C1QTNF1
A_24_P739075,GAPDHP66
A_24_P73920,KPNB1
A_24_P73943,COX11
A_24_P73962,PSMD11
A_24_P740549,ARHGEF26-AS1
A_24_P740620,CASP16
A_24_P74064,ZBTB14
A_24_P740692,AIG1
A_24_P74070,PARD6G
A_24_P740705,RPS19BP1
A_24_P740857,RPS11P6
A_24_P74088,TIMM21
A_24_P740942,ALDOAP2
A_24_P740962,NCOR1
A_24_P74160,SNRPD2
A_24_P74329,ZNF493
A_24_P743708,MUC5AC
A_24_P74371,CTSA
A_24_P74374,CTSA
A_24_P743802,ZNF618
A_24_P743806,ZNF618
A_24_P743869,BBIP1
A_24_P743907,DNM1L
A_24_P744148,SEC24B-AS1
A_24_P744259,FAM73A
A_24_P74487,SMIM11
A_24_P74508,SLC25A18
A_24_P745352,KRT8P49
A_24_P74559,CYTH4
A_24_P74571,CBY1
A_24_P745883,DNM1P30///DNM1P31
A_24_P746044,PPP1R3B
A_24_P7467,OTOL1
A_24_P74731,DLG3
A_24_P74753,ATP6AP1
A_24_P747625,RHOQ
A_24_P74828,MT1JP
A_24_P748377,MAGI2-AS3
A_24_P748389,KLHL24
A_24_P74896,GPR144
A_24_P74897,GPR144
A_24_P74932,PLP2
A_24_P74981,KDM1A
A_24_P75019,RP9P
A_24_P750305,LINC01128
A_24_P75056,POLD3
A_24_P75072,SMUG1
A_24_P750817,IGSF23
A_24_P75127,HMCN2
A_24_P751327,LRRC15
A_24_P751492,FAM221B
A_24_P75157,TCP10L2///TCP10
A_24_P75158,PTAR1
A_24_P75183,TEPP
A_24_P75190,HBD
A_24_P75202,CSMD2
A_24_P75220,MAGI1
A_24_P75245,TNRC18P2
A_24_P752518,MUC6
A_24_P75308,RPL4P1
A_24_P753110,OR1E3
A_24_P753161,BMPR2
A_24_P75324,TTBK1
A_24_P753302,LINC01136
A_24_P75344,SMYD4
A_24_P753454,NDUFA6-AS1
A_24_P75376,ZC3H13
A_24_P7541,RPL7P28
A_24_P754185,KIAA1109
A_24_P75460,VWC2L
A_24_P754803,SNORA70///RPL10
A_24_P754817,EFTUD1P1///EFTUD1
A_24_P756289,SOX2-OT
A_24_P756494,ADAMTS9-AS2
A_24_P756657,FAM229B
A_24_P756766,CDRT15P1///CDRT15
A_24_P75680,SLC4A8
A_24_P75708,CFL1P6
A_24_P757154,ANP32A
A_24_P757255,GPR157
A_24_P758256,FAM90A28P
A_24_P758323,DCDC1
A_24_P7584,LY6G5C
A_24_P75856,VENTXP6
A_24_P75917,PRPSAP2///CCDC144B///CCDC144CP///CCDC144A
A_24_P75920,CCDC159
A_24_P7594,APOL6
A_24_P759477,ITGB8
A_24_P759584,DIO3OS
A_24_P75963,DSCR4
A_24_P759747,LINC01146
A_24_P75979,TPM3P4
A_24_P759822,LINC00635
A_24_P75985,TPM3P4
A_24_P75994,MTND5P11
A_24_P7600,FBXL7
A_24_P76008,FLYWCH1P1
A_24_P760130,MTDH
A_24_P76018,ARIH2OS
A_24_P760945,PSG1
A_24_P760960,SKINTL
A_24_P76105,ANKRD13D
A_24_P761130,LINC01001
A_24_P761386,RFWD2P1
A_24_P76142,HSPD1P10
A_24_P76158,DOCK11
A_24_P761705,ATP5F1P2
A_24_P76210,ACTG1P10
A_24_P762613,DNM3OS
A_24_P762669,TNRC18
A_24_P76267,GGT3P///GGTLC3///GGT2
A_24_P7629,RPL32P3
A_24_P76300,ZNF154
A_24_P76313,FAM43B
A_24_P763243,EEF1A1P9///EEF1A1P6///EEF1A1P5///EEF1A1P19///EEF1A1P12///EEF1A1P11///EEF1A1P8///EEF1A1P13///EEF1A1
A_24_P763361,NAA50
A_24_P763407,TSPY5P
A_24_P76414,FAM86B3P
A_24_P7642,FABP5
A_24_P764595,PTP4A2P1
A_24_P764690,ZNF720
A_24_P76489,GFM1
A_24_P765053,GAS5
A_24_P7652,MAP7D2
A_24_P76546,WASF2
A_24_P765540,ERLIN2
A_24_P765784,GTF2IP1///GTF2I
A_24_P766204,MAP3K1
A_24_P766208,RPL3P10///RPL3P9///RPL3P4///RPL3
A_24_P76635,ACTR3C
A_24_P76649,GPRIN3
A_24_P76666,CSNK2A3///CSNK2A1
A_24_P766716,CMKLR1
A_24_P76675,MFAP3L
A_24_P766865,LINC01158
A_24_P76725,DCAF8
A_24_P76740,CC2D1B
A_24_P767422,HNRNPCP5///HNRNPCL1
A_24_P76759,FARP2
A_24_P76805,DHDDS
A_24_P76809,PTPRO
A_24_P76821,LMOD3
A_24_P76831,SLC11A1
A_24_P76844,APC2
A_24_P76854,KRTAP2-1
A_24_P76868,BMS1P20///IGLV1-51
A_24_P76879,TSPYL1
A_24_P76898,PPP2R5C
A_24_P76911,RNF167
A_24_P7693,KANK3
A_24_P769359,WNK1
A_24_P769529,LIN28B
A_24_P769672,C12orf73
A_24_P76995,ZDHHC17
A_24_P77008,PTGS2
A_24_P770494,HAGH
A_24_P77082,KMO
A_24_P772061,PPIAP22///PPIAP31///PPIAP11///PPIA
A_24_P772103,PITPNC1
A_24_P77219,ARID1A
A_24_P772436,DCTN1-AS1
A_24_P772488,PLXNA4
A_24_P773539,LINC00475
A_24_P77364,BOLA3
A_24_P773758,USH2A
A_24_P77432,ROBO1
A_24_P775249,LINC00909
A_24_P775659,ZFR2
A_24_P77676,HSPA9
A_24_P776784,MIR296///MIR298
A_24_P77681,PAIP1
A_24_P77826,GTPBP2
A_24_P778607,GPATCH2
A_24_P778649,MDM4
A_24_P77870,BLOC1S5///EEF1E1-BLOC1S5
A_24_P778741,LPP
A_24_P778836,RSL1D1
A_24_P7790,WFDC10B
A_24_P77904,HOXA10
A_24_P779258,BCCIP
A_24_P77941,CCDC132
A_24_P77947,CCDC132
A_24_P77968,FLNC
A_24_P780353,EEF1A1P27
A_24_P78153,GTF3C4
A_24_P78161,PLAA
A_24_P781615,AOC4P
A_24_P782308,NEDD4L
A_24_P782337,LINC00933
A_24_P783122,IL10RB-AS1
A_24_P783433,TMEM220
A_24_P783679,HSP90AA6P
A_24_P784954,RAP2C-AS1
A_24_P78526,LARP4
A_24_P785293,SNHG1
A_24_P78531,CLEC4E
A_24_P78540,NR2C1
A_24_P78556,RASSF8
A_24_P785894,PCAT6
A_24_P78590,ELF1
A_24_P786172,TNRC6B
A_24_P786357,LINC01120
A_24_P786388,CATSPER4
A_24_P7873,ELFN1
A_24_P787889,TMEM191A///TMEM191C
A_24_P787897,XYLT1
A_24_P787947,YPEL2
A_24_P78862,SLC43A2
A_24_P7887,EP300
A_24_P788878,C2CD4B
A_24_P79040,CAPN12
A_24_P79054,TGFB1
A_24_P79070,GNG8
A_24_P791040,FBXW2
A_24_P791515,SYNCRIP
A_24_P79153,SCAMP4
A_24_P791669,ZNF879
A_24_P791814,KIAA0947
A_24_P791829,NUFIP2
A_24_P79199,HELZ2
A_24_P792124,SCN9A
A_24_P792130,HERC2P4///HERC2P5///HERC2P8///HERC2P9
A_24_P79241,UBOX5
A_24_P792734,PSMC6
A_24_P792748,KRT8P17
A_24_P79300,CLDN5
A_24_P793483,STIM1
A_24_P79403,PF4
A_24_P79413,SEC11A
A_24_P794189,FOXO1B
A_24_P794275,SHE
A_24_P794458,MOBP
A_24_P794515,RAB30-AS1
A_24_P7946,EXOC4
A_24_P794631,LSAMP
A_24_P794648,RBMY2EP
A_24_P794833,FLOT1
A_24_P7950,VAV3
A_24_P79529,CSAG3///CSAG2
A_24_P795594,ALG9
A_24_P79591,RER1
A_24_P79617,KIAA0040
A_24_P796274,SETP16
A_24_P79631,AGO4
A_24_P796321,LEUTX
A_24_P7965,ESRRG
A_24_P796652,RBPJP5///RBPJP6///RBPJP7///RBPJP2
A_24_P79712,COX20
A_24_P79750,AKR1A1
A_24_P79755,AKR1A1
A_24_P798028,MUC12
A_24_P79808,PBXIP1
A_24_P798431,SMIM14
A_24_P798709,NIPAL2
A_24_P79955,RBM8A
A_24_P799858,LIPH
A_24_P800604,FAM83H
A_24_P800629,TMED10P1
A_24_P801264,HMGB1P37
A_24_P80135,PTPN18
A_24_P80138,PDCL3
A_24_P80152,TEX261
A_24_P80181,TMEM127
A_24_P80204,MALL
A_24_P802145,IRS1
A_24_P80338,NEK4
A_24_P803425,DNAJC16
A_24_P803801,GTF2IP1///GTF2I
A_24_P80406,NCBP2-AS1///NCBP2-AS2
A_24_P804263,CSNK2B
A_24_P804667,METTL12
A_24_P8049,CNOT2
A_24_P804951,LINC00545
A_24_P804992,NFIB
A_24_P80532,CCNG2
A_24_P80633,CTNNA1
A_24_P807031,ATP6AP1L
A_24_P8075,KLHDC4
A_24_P80776,SMIM13
A_24_P807883,PAPOLG
A_24_P808100,MCTS1
A_24_P808522,RPS14
A_24_P808534,DHX9P1
A_24_P808720,GOT1L1
A_24_P8088,RIOK1
A_24_P808838,OGFOD1P1
A_24_P80915,BCLAF1
A_24_P8098,NSD1
A_24_P810290,PPAPDC1A
A_24_P810697,MXRA7
A_24_P810828,FAM86EP
A_24_P8109,ANO9
A_24_P81149,ENY2
A_24_P8116,CCDC80
A_24_P811704,PPFIBP1
A_24_P812155,ILF2P1
A_24_P81298,PPP6C
A_24_P8130,CHID1
A_24_P813147,TUBB8///TUBB8P7
A_24_P813520,ATF7IP2
A_24_P814096,CHD2
A_24_P814444,NAA50
A_24_P81473,GOT1
A_24_P81514,RPP30
A_24_P816384,UBE2Q2P1
A_24_P8165,SLC15A1
A_24_P816777,UBL7-AS1
A_24_P81691,SNX19
A_24_P81695,SNX19
A_24_P817066,MTERFD2
A_24_P817128,NAV2-AS1
A_24_P817209,ARL10
A_24_P817236,CHRM3
A_24_P81740,TALDO1
A_24_P817863,UNC80
A_24_P81789,RHOF
A_24_P818005,TMUB2
A_24_P81841,CDKN1B
A_24_P818529,RNASEH2CP1
A_24_P81900,SLC2A3
A_24_P81947,CORO1C
A_24_P81965,RAP2A
A_24_P81968,UPF3A
A_24_P819890,LRRC55
A_24_P8200,SHPRH
A_24_P820037,SLC6A17
A_24_P82032,RHOJ
A_24_P820663,ENTPD1-AS1
A_24_P82074,CPSF2
A_24_P82094,BAG5
A_24_P82106,MMP14
A_24_P821146,YAP1P1
A_24_P821168,EEF1DP1///EEF1D
A_24_P82135,SECISBP2L
A_24_P82142,TCF12
A_24_P82155,ANKDD1A
A_24_P82186,SCAND2P
A_24_P8220,HS6ST1
A_24_P82200,MEIS2
A_24_P82240,PRM2
A_24_P822692,CCER2
A_24_P822704,TMEM198
A_24_P822869,RCSD1
A_24_P822931,TRPC5OS
A_24_P823011,AMMECR1
A_24_P823219,CRYBB2P1
A_24_P823381,ZKSCAN3
A_24_P82358,FOXC2
A_24_P823684,HSP90AB1///HSP90AB3P
A_24_P823708,LINC00623
A_24_P82419,H3F3B
A_24_P824592,RBMX
A_24_P824642,KLRF2
A_24_P82466,GAS7
A_24_P82493,DCAKD
A_24_P825874,POTEKP///POTEF///POTEI///POTEJ///POTEE
A_24_P826046,LINC00963
A_24_P82630,SMCHD1
A_24_P826348,ZC3H6
A_24_P826520,NUDCD3
A_24_P826578,PARGP1
A_24_P8267,MED9
A_24_P827,SUPT3H
A_24_P827037,LRRC15
A_24_P82749,CD37
A_24_P827491,PA2G4
A_24_P827738,EIF3LP1
A_24_P827794,HMGB3P19
A_24_P8284,ACAD10
A_24_P82848,SCAMP4///ADAT3
A_24_P828496,LINC01133
A_24_P82880,TPM4
A_24_P828949,MAGOHB
A_24_P829107,BZRAP1-AS1
A_24_P829209,HOXA-AS3
A_24_P829261,MALAT1
A_24_P82948,RNF114
A_24_P82957,RNF114
A_24_P830025,FNTA
A_24_P830315,KCNK3
A_24_P8304,TRIM16L///TRIM16
A_24_P830667,RPL21///RPL21P39
A_24_P830690,PDPK1
A_24_P830696,SBNO1
A_24_P830817,PCDH15
A_24_P83102,IGLL1
A_24_P83118,DUSP18
A_24_P831309,C1orf229
A_24_P83158,RRP7B
A_24_P8318,AFF4
A_24_P83183,NELFA
A_24_P832113,NPM1P37///NPM1P18
A_24_P832156,FAM120AOS
A_24_P83262,TSPAN6
A_24_P83272,MAGEB4///MAGEB1
A_24_P833067,LINC00094
A_24_P833129,ISPD
A_24_P833256,MAGOH2
A_24_P83379,WDFY3
A_24_P83437,ZNF326
A_24_P83455,TMEM51-AS1
A_24_P83462,C9orf47///S1PR3
A_24_P8349,ZFYVE16
A_24_P8350,PCNT
A_24_P835388,LGMNP1
A_24_P83544,TCEB1P3
A_24_P835500,ITPRIPL2
A_24_P835549,PRMT5-AS1
A_24_P83586,MMACHC
A_24_P83615,NLRP1
A_24_P83678,MMS22L
A_24_P8371,SPNS2
A_24_P83738,ASTN2
A_24_P837537,PDCL3P3
A_24_P83787,TSNAX-DISC1///DISC1
A_24_P83799,ANKRD33B
A_24_P838448,CASC15
A_24_P83846,DYNC2H1
A_24_P83848,GGT2
A_24_P838483,C12orf74
A_24_P838743,SERPINB6
A_24_P838748,WIPF2
A_24_P838947,TBC1D3P5
A_24_P83899,GRM5
A_24_P839239,TOR1AIP2
A_24_P839254,RPP14
A_24_P83944,ZNF586
A_24_P83952,PDZRN3
A_24_P83961,PCNXL3
A_24_P841662,ESD
A_24_P841677,CXorf23
A_24_P842002,C16orf93
A_24_P842006,C16orf93
A_24_P84279,EBPL
A_24_P842962,ZXDA
A_24_P843068,EPPK1
A_24_P843309,KRT8P20
A_24_P84340,MAST4
A_24_P843604,ANKRD62
A_24_P84396,KIAA1199
A_24_P844100,KRT8P32
A_24_P84419,VAV2
A_24_P84498,EFCAB10
A_24_P844984,PIGR
A_24_P844995,SCFD1
A_24_P845058,HMGN3-AS1
A_24_P845072,FAM91A1
A_24_P8454,SPAG9
A_24_P84540,MLLT10
A_24_P845881,C7orf50
A_24_P84657,MUC2
A_24_P84668,FILIP1
A_24_P847326,FAM183A
A_24_P8474,PTPRZ1
A_24_P848091,LINC00032
A_24_P84822,GUSBP1
A_24_P84834,DGKA
A_24_P848707,LRRC37A11P
A_24_P84873,PSMC1P4
A_24_P84898,FEN1P1
A_24_P84924,TPM3P1
A_24_P849245,ETV3
A_24_P8494,SEC61B
A_24_P849467,ZNF585A
A_24_P849628,NELFE
A_24_P84970,KRT18P42
A_24_P849801,RPL22
A_24_P84984,TTC3
A_24_P85009,FGF13
A_24_P85026,ZCCHC7
A_24_P85045,PNPLA8
A_24_P85085,SYTL2
A_24_P85099,HMGA2
A_24_P851132,ANKRD20A2///ANKRD20A3///ANKRD20A1///ANKRD20A4
A_24_P85117,ARHGAP8
A_24_P85143,ROBO3
A_24_P851522,LINC01111
A_24_P85158,SIRT3
A_24_P85169,BTBD9
A_24_P85181,ZFYVE20
A_24_P85200,ELMSAN1
A_24_P852001,IGHV3-23
A_24_P85209,XIRP2
A_24_P85243,FAM153B///FAM153A
A_24_P85258,C1orf222
A_24_P852601,HNF4G
A_24_P852756,HLA-DQA2
A_24_P85283,POLR3A
A_24_P852888,ST7L
A_24_P85300,HEG1
A_24_P85317,CHD2
A_24_P85322,RN7SL213P///ZFYVE26
A_24_P853302,GAPDHP25
A_24_P85365,NDST2///CAMK2G
A_24_P85375,NTN5
A_24_P85391,VASH2
A_24_P85400,P4HA2
A_24_P854199,PHBP1///PHB
A_24_P854492,MIAT
A_24_P854556,LINC00880
A_24_P854758,SFT2D2
A_24_P85478,ARIH1
A_24_P854896,THAP9-AS1
A_24_P854913,METTL21A
A_24_P854964,TAOK1
A_24_P85511,ANKRD26
A_24_P855152,IPP
A_24_P855187,SEPT7P2
A_24_P85537,MAP3K13
A_24_P85539,FN1
A_24_P855508,C9orf153
A_24_P85557,GPR37
A_24_P85574,F2
A_24_P856176,EEF1GP2
A_24_P857404,MEX3A
A_24_P8575,OTUD3
A_24_P857527,RAET1K
A_24_P857624,TNRC6C-AS1
A_24_P857669,SEMA6A
A_24_P85775,THEMIS2
A_24_P85850,BNIPL
A_24_P858614,SZT2
A_24_P858698,NFIX
A_24_P85881,GPR113
A_24_P85888,SCN3A
A_24_P85942,RGPD8///RGPD5///RGPD6///RGPD3///RGPD4///GCC2
A_24_P859967,GDF5OS
A_24_P860703,SNHG17
A_24_P860781,HLA-K
A_24_P860797,PAIP2B
A_24_P860842,NR6A1
A_24_P861009,BRWD1
A_24_P861099,CASC15
A_24_P862083,LINC00968
A_24_P862207,PLA2G12AP1///PLA2G12A
A_24_P86240,BMP2K
A_24_P86246,PRDM9///PRDM7
A_24_P862886,DRD5P1///DRD5
A_24_P863124,OR2A1-AS1
A_24_P863775,EML6
A_24_P86389,HIST1H3J///HIST1H2AM
A_24_P865,CEP85L
A_24_P865226,CDIPT-AS1
A_24_P86537,HSPB1P1///HSPB1
A_24_P865672,NPM1P42
A_24_P867201,LIN7A
A_24_P867342,AFMID
A_24_P86755,C9orf9
A_24_P868583,ANKRD20A8P///ANKRD20A2///ANKRD20A3///ANKRD20A1///ANKRD20A4
A_24_P86868,METTL10
A_24_P868987,FMO11P
A_24_P868992,FMO11P
A_24_P86968,CD3E
A_24_P869832,SCML2P1
A_24_P86993,JAM3
A_24_P870101,PDXDC2P
A_24_P87036,ANO1
A_24_P870799,GRIK3
A_24_P87114,USP30
A_24_P8721,HIST2H2AC///BOLA1
A_24_P87257,RCOR1
A_24_P873414,PLEKHB2
A_24_P873659,MALAT1
A_24_P873764,BCRP2///BCR
A_24_P87413,ZNF771
A_24_P87458,FBF1
A_24_P87490,TVP23C-CDRT4///TVP23C
A_24_P87498,TMUB2
A_24_P87579,CYB561
A_24_P876408,C11orf95
A_24_P876522,GPX8
A_24_P876734,HIVEP3
A_24_P8768,MRPL20///RN7SL657P
A_24_P87686,KCNA7
A_24_P876862,GTF2IRD2
A_24_P876864,GTF2IRD2///GTF2IRD2B
A_24_P87746,KIR2DP1///KIR2DL3///KIR2DS4///KIR2DS5///KIR2DS2///KIR2DS1
A_24_P87763,EEF2
A_24_P877785,FAM53B-AS1
A_24_P877789,FAM53B-AS1
A_24_P87824,ZMYND8
A_24_P878419,HMGB3P5
A_24_P878992,APC2
A_24_P87931,APOL1
A_24_P879563,WAC-AS1
A_24_P879711,CCDC138
A_24_P879740,MAP1B
A_24_P879787,BMS1P2
A_24_P879804,LINC01015
A_24_P880000,CHDH
A_24_P880043,PCGF5
A_24_P88031,C8orf33
A_24_P88079,MUC6
A_24_P881562,TMPRSS11GP
A_24_P88266,PROX1
A_24_P882732,KRT17P1///KRT17P2
A_24_P882914,CACUL1
A_24_P882959,CEACAMP10///PSG9
A_24_P883629,C2orf49
A_24_P884506,DNAJC22
A_24_P88493,PRPF38A
A_24_P88505,ZCCHC17
A_24_P88554,PEX11B
A_24_P88565,SLC50A1
A_24_P88583,FAM132B
A_24_P885873,PAX8-AS1
A_24_P886040,DCP2
A_24_P886065,LINC00939
A_24_P886096,TMEM246
A_24_P886197,FAM201A
A_24_P886515,NARF
A_24_P88690,SLC11A1
A_24_P88696,SCG2
A_24_P886966,MIR210HG
A_24_P88721,RABL2A///RABL2B
A_24_P887553,GPR89A///GPR89B
A_24_P88763,LOXL3
A_24_P887695,RNU6-282P
A_24_P88775,ZNF514
A_24_P887805,OR1D3P
A_24_P887857,KRT17P3
A_24_P88800,COX7A2L
A_24_P88801,NPHP1
A_24_P88850,MRAS
A_24_P88870,B3GALNT1
A_24_P8888,C2orf27A///C2orf27B
A_24_P889070,BACE2
A_24_P8892,HDAC4
A_24_P88921,XPC
A_24_P889237,ANKRD66
A_24_P889462,IGHV3-30///IGHV3-33
A_24_P889527,STIM1
A_24_P889980,PMS2P4///PMS2P5///PMS2P2///PMS2P3///DTX2P1///DTX2P1-UPK3BP1-PMS2P11///PMS2P11///PMS2P9///PMS2
A_24_P890357,LINC00457
A_24_P89080,DCK
A_24_P890995,KRT8P26
A_24_P891042,RPL21P42
A_24_P892494,LINC01096
A_24_P892542,LARGE-AS1
A_24_P89257,ERGIC1
A_24_P89284,HARS
A_24_P893239,COX7B
A_24_P89413,TRIM39
A_24_P89426,APOM
A_24_P894303,SIRPB3P
A_24_P89457,CDKN1A
A_24_P894776,TRIM40
A_24_P89509,TRMT11
A_24_P89512,BCLAF1
A_24_P896373,CCDC57
A_24_P896381,CCDC57
A_24_P896765,SNORD114-9///SNORD114-10
A_24_P89701,IMPDH1
A_24_P897062,ZNF736
A_24_P89708,IMPDH1P6///IMPDH1
A_24_P89718,TTC26
A_24_P89835,MAPK15
A_24_P89843,CYHR1
A_24_P898583,TRIM26
A_24_P89872,ZNF189
A_24_P89887,C9orf3
A_24_P89891,TRAF1
A_24_P898915,LINC00265-2P///LINC00265-3P///LINC01001
A_24_P898945,FAM210A
A_24_P89911,NAIF1
A_24_P89971,SURF4
A_24_P89987,EPB41L4B
A_24_P899928,MIAT
A_24_P90005,COL13A1
A_24_P90022,SEPHS1
A_24_P900555,ASS1P6
A_24_P90097,ADD3
A_24_P901856,DUXAP10///DUXAP8
A_24_P902052,DANCR///MIR4449///SNORA26
A_24_P902091,ELK4
A_24_P902100,AGPS
A_24_P90216,LGR4
A_24_P902509,FANCI
A_24_P902653,SMIM7
A_24_P902728,CAPRIN1
A_24_P90349,TMEM80
A_24_P903680,FAM90A9P///FAM90A10P///FAM90A24P///FAM90A12P///FAM90A15P///FAM90A3P///FAM90A4P///FAM90A13P///FAM90A5P///FAM90A6P///FAM90A7P///FAM90A21P///FAM90A22P///FAM90A23P///FAM90A14P///FAM90A18P///FAM90A16P///FAM90A8P///FAM90A17P///FAM90A19P
A_24_P904903,SNORD117///ATP6V1G2-DDX39B///DDX39B
A_24_P90597,MEDAG
A_24_P90637,SOCS4
A_24_P90774,UACA
A_24_P90792,SCAND2P
A_24_P90878,THUMPD1
A_24_P90881,CES3
A_24_P9090,HNRNPDL
A_24_P90900,CTRL
A_24_P90923,LINC00304
A_24_P910262,STYX
A_24_P910297,GOLGA2
A_24_P910310,MITF
A_24_P910325,ZNF516
A_24_P910338,DOC2A
A_24_P91035,H3F3B
A_24_P910566,SLIT1
A_24_P910580,GOLGA8A///GOLGA8B
A_24_P910660,SLC6A2
A_24_P910688,C19orf67
A_24_P910733,CCDC50
A_24_P910898,MUTYH
A_24_P910923,GALNT10
A_24_P91094,RUNDC3A
A_24_P910952,LHX9
A_24_P911017,NCOR1
A_24_P911040,SLIT3
A_24_P911094,RABL2A///RABL2B
A_24_P911112,KSR1
A_24_P911132,SLC12A1
A_24_P911147,LAMB4
A_24_P911179,ASPM
A_24_P911191,LETM1P2
A_24_P911231,ARHGAP30
A_24_P911255,MTHFR
A_24_P911259,C1GALT1
A_24_P911281,LARP1
A_24_P911310,DPY19L2P3
A_24_P911362,TNXB///ATF6B
A_24_P91140,RPL23AP2///RPL23A///SNORD42A///SNORD4B
A_24_P911420,TENM3
A_24_P911489,DDHD1
A_24_P911508,MED13L
A_24_P911545,MLLT4
A_24_P911571,GNB5
A_24_P911607,WNT7B
A_24_P911612,ZNF611
A_24_P911621,CACNA1E
A_24_P91165,CACNB1
A_24_P911663,CCDC88C
A_24_P911676,SOX4
A_24_P911678,PDE5A
A_24_P911787,SLC29A3
A_24_P911827,FAM175A
A_24_P911860,DUSP19
A_24_P911896,CARF
A_24_P911906,PCDH17
A_24_P911927,RAP1GAP2
A_24_P911928,MYBL1
A_24_P912021,SOX6
A_24_P912167,CADPS
A_24_P912204,MIDN
A_24_P91222,DCAF7
A_24_P91232,FAM104A
A_24_P912366,FAM160A1///RN7SKP35
A_24_P912372,KIAA0754
A_24_P91238,FAM104A
A_24_P912382,HLA-A
A_24_P912439,AKNA
A_24_P912587,RAPGEF2
A_24_P912684,AHNAK
A_24_P91272,SOCS6
A_24_P912799,SEMA5A
A_24_P912818,ANKRD50
A_24_P912889,VIMP
A_24_P912925,PLK4
A_24_P912941,DNHD1
A_24_P913005,FXR1
A_24_P913016,UROS
A_24_P913056,PLEC
A_24_P91310,PSMC4
A_24_P913115,PTEN
A_24_P913132,SSBP1
A_24_P913156,CYP2U1
A_24_P913216,LINC00662
A_24_P913227,CDC23
A_24_P913339,SLC35F6
A_24_P913374,EIF4EBP2
A_24_P913384,RPL18AP7
A_24_P913431,TRIO
A_24_P913561,RASSF8
A_24_P913576,LINC00524
A_24_P913593,KIAA1614
A_24_P913620,COX6B1P3
A_24_P913666,MRPS11
A_24_P913760,INTS6
A_24_P913819,C1orf168
A_24_P913835,APTX///TCEA1P4
A_24_P913847,BPIFB9P
A_24_P913900,SLC8A1
A_24_P913930,EHD4
A_24_P913947,G6PD
A_24_P914000,VSIG10
A_24_P91405,ZNF709
A_24_P914062,RORA
A_24_P914134,PRNP
A_24_P914155,USP54
A_24_P914240,ZNF44
A_24_P914326,RN7SKP150
A_24_P914362,FUT9
A_24_P914376,EPOR
A_24_P914434,GSTM3
A_24_P914479,SNX5
A_24_P914495,MARK2
A_24_P914513,BCKDHB
A_24_P914573,SLX1B///SULT1A4///SLX1A-SULT1A3///SLX1A///SULT1A3
A_24_P914590,RTFDC1
A_24_P914625,BEND4
A_24_P914638,PCDH7
A_24_P914649,CLNS1A
A_24_P914688,GRIA2
A_24_P914711,MYCNOS
A_24_P91472,ALKBH7
A_24_P914744,MUC19
A_24_P914759,PLEC
A_24_P914817,MKLN1
A_24_P914830,STAU2
A_24_P914940,MEF2BNB
A_24_P914972,NARG2
A_24_P915007,NACC1
A_24_P915049,ZNF568
A_24_P915095,GRAMD1C
A_24_P915158,SP100
A_24_P915196,C9orf91
A_24_P915225,CYSLTR1
A_24_P915227,ACTG1P4///AMY2B
A_24_P915256,CYP3A5
A_24_P915300,SYDE2
A_24_P915338,OR52B5P
A_24_P915355,ZNF445
A_24_P915371,MYEOV2
A_24_P915376,TNNT3
A_24_P915406,TLDC2
A_24_P915492,INPP4B
A_24_P915535,TK1
A_24_P915566,MBNL1
A_24_P915591,COL4A6
A_24_P91566,BMP7
A_24_P915692,PHLDA1
A_24_P915710,XPNPEP3
A_24_P915734,C2orf82
A_24_P915784,MGAT5
A_24_P915806,HNMT
A_24_P915926,COBLL1
A_24_P916073,ANKRD34B
A_24_P916091,LINC00529
A_24_P916141,DCAF7
A_24_P916195,TRMU
A_24_P916256,KIAA1107
A_24_P916266,ZNF175
A_24_P916288,YY1
A_24_P916314,HIP1
A_24_P916364,STRBP
A_24_P916378,HNRNPLL
A_24_P916494,PPA2
A_24_P916496,PRKCA
A_24_P916515,LPP
A_24_P916559,GCNT1P1
A_24_P916586,BICD1
A_24_P916614,PTBP3
A_24_P916639,DNAJC9-AS1
A_24_P916656,CRCP
A_24_P916686,KLHL18
